path	zone	extension	bytes	git_blob_sha	sha256	exact_duplicate_group	container_kind	container_members	filename_family_candidate
Systemwide/Source/Original-Documents/change-toolkit 00-master-index.md	source-original	md	9909	f0d2784b163d75d6934c215586af16a9cbe8d8c6	7b889f980d7f515e616f0ed1f9869930684dadc83163940671804c7c06235882		text	0	change toolkit 00 master index
Systemwide/Source/Original-Documents/change-toolkit 01-swap-mechanics-rules-ledger (2).md	source-original	md	23478	ce36b0a700f5baac1112dddccbf762724dd0eb8a	1f4dceeaf74e496dc4679080a58ed38af1d4d91f31f24ee7aec40c11119efb07		text	0	change toolkit 01 swap mechanics rules ledger
Systemwide/Source/Original-Documents/change-toolkit 01-swap-mechanics-rules-ledger.md	source-original	md	29746	b5bb092744d995f01206236edb127eacd15f65cf	df966007f50544b524a3e6bf5dba91621ad449646e898c58f3177643d41334fc		text	0	change toolkit 01 swap mechanics rules ledger
Systemwide/Source/Original-Documents/change-toolkit digital-life-swap-mechanics.md	source-original	md	8570	1b307dd909e3eb3181fa8a072b2f184e0670a0de	f1e846bd9d144f12bc31dc6bf3332529cd55c80ebe63f806e657a3d5d86584dd		text	0	change toolkit digital life swap mechanics
Systemwide/Source/Original-Documents/change-toolkit perceived-gender-swap-mechanics 1.md	source-original	md	14276	97f599b0e63243d5c82d0e5883147f79a24b0d77	a96f7de67a6fb0a476d3611e5104ddf6fec1f72ea96994faf09837d5651921b2	D019	text	0	change toolkit perceived gender swap mechanics 1
Systemwide/Source/Original-Documents/change-toolkit perceived-gender-swap-mechanics 2.md	source-original	md	14276	97f599b0e63243d5c82d0e5883147f79a24b0d77	a96f7de67a6fb0a476d3611e5104ddf6fec1f72ea96994faf09837d5651921b2	D019	text	0	change toolkit perceived gender swap mechanics 2
Systemwide/Source/Original-Documents/change-toolkit perceived-gender-swap-mechanics.md	source-original	md	14276	97f599b0e63243d5c82d0e5883147f79a24b0d77	a96f7de67a6fb0a476d3611e5104ddf6fec1f72ea96994faf09837d5651921b2	D019	text	0	change toolkit perceived gender swap mechanics
Systemwide/Source/Original-Documents/change-toolkit reference-b-lived-competency-bank (1).md	source-original	md	4245	9b058615d52bb1ce8d49effb250b2e4f85ab4d4b	0c2364e5297b5a1c13bc7035495b221b9dfd7e3a039b0e8e4de9f0f457a73163		text	0	change toolkit reference b lived competency bank
Systemwide/Source/Original-Documents/change-toolkit reference-b-lived-competency-bank (2).md	source-original	md	16341	b6e768b7a15abfc7d270cb95adb7ca64cdd21043	38788b55023bed268eed8739ed30dcef18a47aa11c56a3a19e70b31fb1f0bcd3		text	0	change toolkit reference b lived competency bank
Systemwide/Source/Original-Documents/change-toolkit reference-b-lived-competency-bank.md	source-original	md	30234	a949275a0860f6fe61553e815178f832f363cc30	f303eaac5691053621c88148d889a0befedf4b580c31be13e86b4e3fbb13f156		text	0	change toolkit reference b lived competency bank
Systemwide/Source/Original-Documents/change-toolkit reference-b-shower-routine-addendum.md	source-original	md	4488	3fec9287beece2e8bb2737bc1d0b1553c3030644	061b6c256382f70a75ce681b80f097bcd878c9de09261e559b3f0a6817843cb6		text	0	change toolkit reference b shower routine addendum
Systemwide/Source/Original-Documents/change-toolkit reference-c-family-polycule-structure-template.md	source-original	md	6093	acb18fe10da0aab22041dff8c93a739b210f0b3d	8b1e491a14dcc4ccb57526f764561aecd458a6bc9651181c9979ef9d129df888		text	0	change toolkit reference c family polycule structure template
Systemwide/Source/Original-Documents/change-toolkit skill-update-notes (2).md	source-original	md	2855	8504c7a6789c432b4d11e7b1fa6605f125463689	0453974112b635107a28f96fb9afe61c1f85dc1d2d4a1408500a3e8eb9f62dfe		text	0	change toolkit skill update notes
Systemwide/Source/Original-Documents/change-toolkit skill-update-notes.md	source-original	md	2135	738c71447d8bfdd5b3508dc356759a4316f8ac35	f7206f167c749129c1af11bddf45e88da1f31b93555628dc9be6c87b58054fa4		text	0	change toolkit skill update notes
Systemwide/Source/Original-Documents/change-worldbuilding-toolkit (1).skill	source-original	skill	46937	648ef7e5f8912923ac095b7dd0994b2a56fb15e6	21b9fecd3d9e7a2af7108b9aac33128c69e502cdc5c59272e944de13d597da67		skill	11	change worldbuilding toolkit
Systemwide/Source/Original-Documents/claude report-obsidian-vanguard-estate-master-plan (1).md	source-original	md	9038	d749bc20cf15d2d25c800370c433dafaa942dd45	355771074bd1102f7a6e42852ec01264faeb041435b095396892ca0a41623c74	D027	text	0	obsidian vanguard estate master plan
Systemwide/Source/Original-Documents/claude report-obsidian-vanguard-estate-master-plan.md	source-original	md	7857	2a9a06d32fb6cc061192ef8799ef09517aee3d4c	b84b375d1dce0c3ec58e23c08c2b0847b1b0edd10f2d46cdba06c9594a9e6de1		text	0	obsidian vanguard estate master plan
Systemwide/Source/Original-Documents/claude report-obsidian-vanguard-staffing-plan.md	source-original	md	9067	9e79ff79dbdbf97e12c2a82b5564da11471a8107	16a18df652c199bd07edf40bdb6319a514912de603762f1dcc8ed7ce781e7cd2	D020	text	0	obsidian vanguard staffing plan
Systemwide/Source/Original-Documents/claude report-obsidian-vanguard-wealth-management.md	source-original	md	7741	4d9fd3a16432908bf48895373df499a0da26b273	3a924bef21f5887e507881f1dd2f962f09fd202dc1e759126c3d13567ec68f41	D011	text	0	obsidian vanguard wealth management
Systemwide/Source/Original-Documents/clothes.xlsx	source-original	xlsx	10559	ff1cb53392911069cf1b433c83f6f0bbc9d996d1	b634d4fa9a578933b82a7d4efa7c229af0965a0239c28d9de6354d4a873c4dde		xlsx	11	clothes
Systemwide/Source/Original-Documents/contents of a womans purse.docx	source-original	docx	10901	59dc6640e19af0506d0c097ee65b509f3f659b4e	fcb517bc724b966d250ebf4142cffd2fb468853ace2ad22ee1eb10b7cffc62bf		docx	9	contents of a womans purse
Systemwide/Source/Original-Documents/corporate crisis full archive.docx	source-original	docx	455326	c8c3c8216ab4767edee2c06de8a2d7e03afd6d4e	23cf06c07be292ceb16ef440b92131a3612c3de8878da7058d8b48e295e5bf52		docx	15	corporate crisis full archive
Systemwide/Source/Original-Documents/corporations.docx	source-original	docx	133222	a1af797f162db5b5afcf09ae03a80373e45d796b	e23631585df53fb93ba8776995758f2d9c5b2858392c2f72f73c9f438cd0c385		docx	12	corporations
Systemwide/Source/Original-Documents/create fictitious luxury penthouses near the atta.._(1).docx	source-original	docx	16041	a5da01e3d7d4bd64459dde89cc30c3a9cdcc8bc1	c270464449b6780c95e8101c4b773882f7e1900e640219cf55abb3c891e8a89f		docx	9	create fictitious luxury penthouses near atta
Systemwide/Source/Original-Documents/create fictitious luxury penthouses near the atta.._(2).docx	source-original	docx	3017515	cbed137ceefd865955ed52a7040ed431fc69cf54	d1a12a6d1bc17525c1466b16867270f1d26d0d7ccce03b414c992ad4eb0d727b	D025	docx	14	create fictitious luxury penthouses near atta
Systemwide/Source/Original-Documents/create fictitious luxury penthouses near the atta.._(3).docx	source-original	docx	3017515	cbed137ceefd865955ed52a7040ed431fc69cf54	d1a12a6d1bc17525c1466b16867270f1d26d0d7ccce03b414c992ad4eb0d727b	D025	docx	14	create fictitious luxury penthouses near atta
Systemwide/Source/Original-Documents/create fictitious luxury penthouses near the atta.._.docx	source-original	docx	3017515	cbed137ceefd865955ed52a7040ed431fc69cf54	d1a12a6d1bc17525c1466b16867270f1d26d0d7ccce03b414c992ad4eb0d727b	D025	docx	14	create fictitious luxury penthouses near atta
Systemwide/Source/Original-Documents/documentation.docx	source-original	docx	40239	c52a28088d224aaef67fe3c8821b59408a38b75a	631b78131e909c4ab70d0a3944cca19e5bd42ac28f5c0ab1ffcc4d69d017fb49		docx	12	documentation
Systemwide/Source/Original-Documents/equipment-lists-review.md	source-original	md	10040	3b0bef7b6f6f06b58ae01f17500ecf5fb2a4308d	2d62031efa346ba68f46c0840eda34d2e3df724b6fe90b0dad1e31039c2dd241		text	0	equipment lists review
Systemwide/Source/Original-Documents/evergreen-biofoundry.md	source-original	md	6575	56baade533dd20806e11409ab0c52f481609df84	dcfe1325a34885f3191ec4a52855b8e62b9fe5287392f306e84b2b0a24a1adcf		text	0	evergreen biofoundry
Systemwide/Source/Original-Documents/family_creation_matrix.docx	source-original	docx	8715	78eb17a8cd9695287ac65ea02d79e5d420737ad5	d8ef24a3a332b0e8acda61bae7fcb8e2c854e83998c6b5488619b1892b28202f		docx	9	family creation matrix
Systemwide/Source/Original-Documents/fashion museum pieces.docx	source-original	docx	21124	8a7602ee1109b3753f279abc9625fe3901055b66	7ca2304dbaaa78108473c12cf6d1b3d15d407859b348d477e6fcb4c71dd2f886		docx	12	fashion museum pieces
Systemwide/Source/Original-Documents/fashion pieces by decade.docx	source-original	docx	46450	833d4d04545e7dbcffc0d65d799b40f7ab7f48c9	9ad2366039a9bb8a430261a11eb61df1e72e43ba522e4d69cd918096f8e80edb		docx	11	fashion pieces by decade
Systemwide/Source/Original-Documents/fashion-empire (2).skill	source-original	skill	60045	912c817e85ccae0b6bcee8c277d52fd4469615cf	c42247e9885bc364ce377034ed6785a565020b72037d8f02b4691a330822493e		skill	20	fashion empire
Systemwide/Source/Original-Documents/fashion-empire (3).skill	source-original	skill	73649	67548b333df4191f97211bdd912d6f62e19747cc	cc516009646a476a5e28c15d9e59fcb81fad4c6268b7eb1884f6d75d0b448574		skill	23	fashion empire
Systemwide/Source/Original-Documents/fashion-empire.skill	source-original	skill	75525	241bb1192ff97b8a50166389f7445595badedd93	9b6eacf3f7a67ece691412a383933aa4a6672ac1f732667e52a6c3a1a727b7e1		skill	23	fashion empire
Systemwide/Source/Original-Documents/fashion_designers (2).docx	source-original	docx	19362	fc7806367124527b01c7ddc17623f2a797b58469	bcef48cb45805984b338d814242d4352269872660adcdc4921320294cf5d885e		docx	9	fashion designers
Systemwide/Source/Original-Documents/fashion_designers(1).docx	source-original	docx	8079	5f7087ffb059c279f33af99e9c78844fef4c5363	8d8fdd0fd1940ac211c8adfbd5312e8398c1571a3b55b44a7a351a14c183824a		docx	9	fashion designers
Systemwide/Source/Original-Documents/fashion_designers.docx	source-original	docx	19362	7341e8df110f1e66cefa9fea6c14ded20154d484	4a54bf62194a8df5b32283a8f7893a9dc0a9f3ed6d206f7186c4b2fa7e792d64		docx	9	fashion designers
Systemwide/Source/Original-Documents/fashion_events.docx	source-original	docx	9778	28623ef02bd4b3a50fe5b1b2d313fb3f17781114	ba3d8570c0466ab08fa1e4f1133fc18d5166a21dfbbbcd308f1955dead51000c		docx	9	fashion events
Systemwide/Source/Original-Documents/female_Polyamory_logistics.docx	source-original	docx	9039	02596cbb211bb4dd4b2e041d7293b51b27b920d0	76e150d2f3fed2b9da889515bb2b61d30f2b0b55617bcbfe46a3de27bde3b46c		docx	9	female polyamory logistics
Systemwide/Source/Original-Documents/fictitious luxury penthouses.docx	source-original	docx	25883	514d6c2e44ea9b79a9d64811407f2787f29e7713	a52867b25e04c0807da8a2942a21188ede2b2949c27c88e5a92b78575fe3d8e6		docx	12	fictitious luxury penthouses
Systemwide/Source/Original-Documents/friend_creation_matrix.docx	source-original	docx	8761	430a24e32d77ac6ac01f1d6a34e6c7ebd844eb6c	56dea3b205cfa5d1420d3f2a540f128d2fbac614ca3f2dfe2ce30381125ba70e		docx	9	friend creation matrix
Systemwide/Source/Original-Documents/gender-presentation-culture 1.skill	source-original	skill	3604	fc18918e2c88f5690718ca39e737a3eb366e4318	b97fa4824c00b6e924bcce979f412a7b15c56688e2226d03c3be87bf7603467b	D033	skill	1	gender presentation culture 1
Systemwide/Source/Original-Documents/gender-presentation-culture 2.skill	source-original	skill	3604	fc18918e2c88f5690718ca39e737a3eb366e4318	b97fa4824c00b6e924bcce979f412a7b15c56688e2226d03c3be87bf7603467b	D033	skill	1	gender presentation culture 2
Systemwide/Source/Original-Documents/gender-presentation-culture.skill	source-original	skill	3604	fc18918e2c88f5690718ca39e737a3eb366e4318	b97fa4824c00b6e924bcce979f412a7b15c56688e2226d03c3be87bf7603467b	D033	skill	1	gender presentation culture
Systemwide/Source/Original-Documents/girl highschool milestones.docx	source-original	docx	9703	7aa11aa9940559f63eba11eb8e4aedced8171016	e455e0fcb3ef2fa15482e85637289b9da1a381355d57d34ea0ca6c8ef967db75		docx	9	girl highschool milestones
Systemwide/Source/Original-Documents/girl names.docx	source-original	docx	13671	603952c97f7e423f46e6da94f3c6bdec583b7e89	88054e0d53a1edfbdd9115e16b3b964cb04a02ffe495012e23e2ee797089cf78		docx	11	girl names
Systemwide/Source/Original-Documents/girl shower routine.docx	source-original	docx	16616	000aa85db061f38229a67a4a0ec88ae79e36a9d2	a092621791943683ac02dfc290da96cc25b8cd3457dbb47b0476b8a45ac9c179		docx	12	girl shower routine
Systemwide/Source/Original-Documents/girl1.xlsx	source-original	xlsx	44551	71577e82c5461ab8fd2e11732939a9b0f3cede52	5dac3e26debc077dce17ae57b21fb4857a1bb1cbbe9b5cfc6b2fee966d158e43		xlsx	12	girl1
Systemwide/Source/Original-Documents/greek goddesses.docx	source-original	docx	26438	776e1b92b55c9e1384b0b47712d72dc1815cf084	8df66b85db0fe997e1aaeccdd199858f100850232f37ff08c391026db22b2c9a		docx	12	greek goddesses
Systemwide/Source/Original-Documents/interesting pieces.xlsx	source-original	xlsx	134845	7ce7104a179d807e930d0415c9341068c34a4524	ac48d868410a862651060126bced8b7c0109d397afd425950f71a32c5a0516f8		xlsx	24	interesting pieces
Systemwide/Source/Original-Documents/jAc7Xsfo7zr8wVqE1EWVc	source-original	[none]	3039	8f69514db31712b0fb0370a8f9fc0ebec195892c	9986c88ba4d3d3e85cbc6dbbf92a3b0a46c824ef699cdd4f902783e5afa6c83b		text	0	jac7xsfo7zr8wvqe1ewvc
Systemwide/Source/Original-Documents/jamestown-area-complete-reference.md	source-original	md	62885	761c97b85365f2696a44e8a9a937bc53f7c4d997	2656ec5fbc4eb9241c9977498c6da6bae0673791ecdb68a148d66024fe37042a		text	0	jamestown area complete reference
Systemwide/Source/Original-Documents/jamestown-district.md	source-original	md	11017	f83b974cfda13ab47adaaff94de3b8b84b0cbdbe	357a5b92aaaea9b911a826845fb1d418dd7cf63c428129c94eef971bb46e040a		text	0	jamestown district
Systemwide/Source/Original-Documents/jim-story people-tracker.md	source-original	md	24988	364337c941a2e0c273a90e154e7070d688e2af07	fd3c0827597928434000685eb86aed838d221ad8890f9a4842763ee205b2eef3		text	0	jim story people tracker
Systemwide/Source/Original-Documents/jim-story preserved-scenes (1).md	source-original	md	194321	6a83b24b669a4ba3b8da24b456e5f3e4b25255e3	1c5d072bc56052c5ddb3e05a655119702a889d9c388f02e66b28f87ebc4a8df4	D015	text	0	jim story preserved scenes
Systemwide/Source/Original-Documents/jim-story preserved-scenes.md	source-original	md	194321	6a83b24b669a4ba3b8da24b456e5f3e4b25255e3	1c5d072bc56052c5ddb3e05a655119702a889d9c388f02e66b28f87ebc4a8df4	D015	text	0	jim story preserved scenes
Systemwide/Source/Original-Documents/jim-story state-of-world.md	source-original	md	34388	e9b02412e7e53fcb5eb7e33dc4593169b16f34ad	5935d4e09339df34a08790c6e37bff6a2828074221732902e0777e6a03d197b8		text	0	jim story state of world
Systemwide/Source/Original-Documents/jim-story_origin-rants.md	source-original	md	8923	fab4fcab4f49bde5013a8e086fd8003d4d5a41ef	7d3e6bffb24b9096424e3830c6e89c539c00cfd1dd719a458d1a91f18c374aab		text	0	jim story origin rants
Systemwide/Source/Original-Documents/jim-story_story-notes.md.docx	source-original	docx	222896	984f3492f0f04427bbf6eadf1fb13f62e3ebffb3	4530312d71dce915fdac8309923add15cd6be7c0af5a6c3d2328b7c4677f07ed		docx	14	jim story story notes md
Systemwide/Source/Original-Documents/lesbian insider.docx	source-original	docx	2600973	519372bf2246b72124289d9b72c824befa43b08e	33c47892f3db4e27bb5a358f4f7db8fde887b23bcb0b7287b1f1c559ac212abf		docx	33	lesbian insider
Systemwide/Source/Original-Documents/living-fabric-product-guide.md	source-original	md	2896	2c0af0487cbedb1f28ee9fd3fba7420dfc26ff2c	25590ee7efc56b1847a90feb9da5262b98c35f97d5b6de2ece318b234e2059bf		text	0	living fabric product guide
Systemwide/Source/Original-Documents/luxury_shopping.docx	source-original	docx	13469	1ba7d5e180f5a342bc307caa148be7a0c2b73ef7	92664d7c61af1e6afc5a6c81835e0ed6cbe866eb5edb45dfec413f2b09a1ec7a		docx	9	luxury shopping
Systemwide/Source/Original-Documents/luxury_shopping_Districts.docx	source-original	docx	13469	89f45f696d4426770d5c827283cf9d0baf150197	8034744b17006c66c01468d1e7a7cca30f1c80f750205061f47ab2b97dc102da		docx	9	luxury shopping districts
Systemwide/Source/Original-Documents/machine shop.docx	source-original	docx	44729	1e636e6fed258001b37fd2a0de0dde7e0e70dfe7	4d71f3dc54f0605f7169fa95ce2a499e54b09e598660e606ec0996c696a636a5		docx	13	machine shop
Systemwide/Source/Original-Documents/main suite for the residential section (1).docx	source-original	docx	7524	13beb0a1daba71497827f4eed4c7c49931992f7f	c9b9ea0fa85a7f2391a32db5ae564d1c7e44300660259fcaef3b60b157e74981		docx	9	main suite for residential section
Systemwide/Source/Original-Documents/making a girls history.docx	source-original	docx	14345	b012850f6f8317afcb88550dd2a820ae76912bef	be4335ef7588c9101ce89022ab791bbfe0b79ae65ad9ac6a902170811cff8c42		docx	9	making a girls history
Systemwide/Source/Original-Documents/manufacturing equipment.docx	source-original	docx	21645	f7d40b8d3760ad9cad2c4979085c7edd1bd6e441	9627ffa19e88b0ac71dbfc82c6a3c0504cf8770737a8835b6c67d9627abe8d47		docx	12	manufacturing equipment
Systemwide/Source/Original-Documents/metis pproduct description.docx	source-original	docx	11196	47d7eefe6636842a7c0acc625b9a53a6befad237	c873cba35d37b3f8588336cd23e5e346992a75899ea72d7ec562e0395e7ad780		docx	9	metis pproduct description
Systemwide/Source/Original-Documents/metis product catalog and more.docx	source-original	docx	25525	261e000d6f6c1f204683387d44124d877c513191	0658f19de13c5508031a4b6b074ccfb57181d07cbad9ea8011820cb5f87d70e6		docx	12	metis product catalog and more
Systemwide/Source/Original-Documents/metis product list.docx	source-original	docx	7973	8eb5ffd7fe9e88d698f9501bf214b29088589269	ad282dd7c399d5c6bad2dab5a9e846db173f4cf524d24364f8f9a1f9b806cf9f		docx	9	metis product list
Systemwide/Source/Original-Documents/metis werks experience showroom (2).docx	source-original	docx	13441	fafabeb4d2bcc878e83505ceddcdcd528b98c2ad	3311cf3bcd6da476147ff85adb8f9c5d4560905090c977b425789dbb99d563b9		docx	9	metis werks experience showroom
Systemwide/Source/Original-Documents/metis-collaboration-review (2).md	source-original	md	10366	b282c8e8d7e479258967553c25cbd625705d3ef4	a925344d008064e660c139834d8f8e5cddcf663be560f1d857a07c23abe4061f	D021	text	0	metis collaboration review
Systemwide/Source/Original-Documents/metis-collaboration-review (3).md	source-original	md	10366	b282c8e8d7e479258967553c25cbd625705d3ef4	a925344d008064e660c139834d8f8e5cddcf663be560f1d857a07c23abe4061f	D021	text	0	metis collaboration review
Systemwide/Source/Original-Documents/metis-collaboration-review.md	source-original	md	10366	b282c8e8d7e479258967553c25cbd625705d3ef4	a925344d008064e660c139834d8f8e5cddcf663be560f1d857a07c23abe4061f	D021	text	0	metis collaboration review
Systemwide/Source/Original-Documents/metis-techne-buildout (2).md	source-original	md	4324	f1a55b85baefd2649e8376805f18e8fb93149b09	1b6d4c61565ab3de1e33df9d652465353d3473c98f08d852922dbb759b9de869	D030	text	0	metis techne buildout
Systemwide/Source/Original-Documents/metis-techne-buildout.md	source-original	md	4324	f1a55b85baefd2649e8376805f18e8fb93149b09	1b6d4c61565ab3de1e33df9d652465353d3473c98f08d852922dbb759b9de869	D030	text	0	metis techne buildout
Systemwide/Source/Original-Documents/metis-techne-draft (2).md	source-original	md	6433	e9483c2acb723fd6381048c3fdf09060caa32e34	4dd42a61ae6b78c263b54c3ffa1c41de0acdabf11fd5395c75eca6973522a9e0		text	0	metis techne draft
Systemwide/Source/Original-Documents/metis-techne-draft.md	source-original	md	6433	9dd13e3a5e9fbf964a1892162fe1a5345a5e62b8	ef28b3b99b0bc5e9d23ee45a71045a1f8cdf74d81ea3ecc1245df5a43476b76c		text	0	metis techne draft
Systemwide/Source/Original-Documents/metis-wellness-clinical-pavilion-showroom.md	source-original	md	13631	f094eed4cefea28f0265e010d402b50751675a9c	1e41b4f3b50d87e2f50e31e744538630e5d9fd27095cb5a8c53c157691deb408		text	0	metis wellness clinical pavilion showroom
Systemwide/Source/Original-Documents/metis-werks.md	source-original	md	15674	8e550b38031c132fff3a064df0d13fd309e41d1c	6ecfd1cfacd669884af5a9001ea93b439e398dfa1f81a3fce46e3ac069892660		text	0	metis werks
Systemwide/Source/Original-Documents/mitigating lost info in ai.docx	source-original	docx	26378	fc1e640d5be0c57ebe24dfd20fc349711b578f60	6799d8c204f901432f0986f660525e026475ceb0ed73633f87eefa4c7abcc357		docx	12	mitigating lost info in ai
Systemwide/Source/Original-Documents/modeling.docx	source-original	docx	29854	f7442a48ba07e5e4fc3b73c4b9680b07348bdf3e	8002ab24315700c87ba1d6e842a447db2b3a0a2f8fdfb5f5450e70e70ea049fa		docx	9	modeling
Systemwide/Source/Original-Documents/modeling_calendar.docx	source-original	docx	18039	cfaca146c46a10feec1946903dd4640d97a28566	f064076b2ba39da54ffd7835d98a65d51cfa4f73f424391f3a25d040a72a26ed		docx	9	modeling calendar
Systemwide/Source/Original-Documents/museum plan (2).docx	source-original	docx	8276	5ae6779f4061727f06bffbaffefe54f4cd649caa	78147c8ce83a8e4a0d1f801f5228efea395bfbe292e83e22d1d8661c90f608ac		docx	9	museum plan
Systemwide/Source/Original-Documents/museum plan.docx	source-original	docx	8276	1e75f5c8cc513d548d570f48f54b264a7ca1aaa1	daa01f0efa2c930e6f81e506ea5479354e895deaf6151d5303fce0e06d6385a1		docx	9	museum plan
Systemwide/Source/Original-Documents/no that list makes no sense its vakued at almost 9 trillion dollars. i meant 45 they would own together.docx	source-original	docx	19217	7658ba212e94a8b39bfc4a113b44163af2954254	cdc47cb639d2dff28181b33c0262c3a954b4244cd5d39a78d94c7704621c1f76		docx	9	no that list makes no sense its vakued at almost 9 trillion dollars i meant 45 they would own together
Systemwide/Source/Original-Documents/oam-selection-draft (2).md	source-original	md	4100	4e92021f3f560c67c8234dbef815ac21b7c87909	a8f0f4a74066167d85a6b0bb350816ea83ba49ad34bccf04b6270f108ab59586	D012	text	0	oam selection draft
Systemwide/Source/Original-Documents/oam-selection-draft.md	source-original	md	4100	4e92021f3f560c67c8234dbef815ac21b7c87909	a8f0f4a74066167d85a6b0bb350816ea83ba49ad34bccf04b6270f108ab59586	D012	text	0	oam selection draft
Systemwide/Source/Original-Documents/obsidian-vanguard-estate (2).skill	source-original	skill	25000	c0a20ec6029106baf07bb396217745a53c2946db	4e8b79c3b1761812eab67b591cae60ff27c62c718bbb714bd6b7e3ad1f3bbadb		skill	3	obsidian vanguard estate
Systemwide/Source/Original-Documents/obsidian-vanguard-estate (3).skill	source-original	skill	26206	ba7530350f13b6d8896e63ff0fb045f9035203a8	a0993e26dfb8aa61a62b1f445b847dfa90586d177ef6fa0c089a22f734ad3d08		skill	3	obsidian vanguard estate
Systemwide/Source/Original-Documents/obsidian-vanguard-estate-full-property-reference.md	source-original	md	39758	684058acab32b61d0ef13ed75d698834acdcff8a	6b04a079e59c16d6c38c4b7c5df09e52fb18de6eccae7f2a42042ff0c503dad5		text	0	obsidian vanguard estate full property reference
Systemwide/Source/Original-Documents/obsidian-vanguard-estate-master-plan.docx	source-original	docx	12759	16a64d1253c208eff235101266c8597231331327	81886c9892e732a4b74d7fbd10367463822eb5d19b4de9d3590a57d0e7c5e1ca		docx	9	obsidian vanguard estate master plan
Systemwide/Source/Original-Documents/obsidian-vanguard-estate-master-plan.md	source-original	md	9038	d749bc20cf15d2d25c800370c433dafaa942dd45	355771074bd1102f7a6e42852ec01264faeb041435b095396892ca0a41623c74	D027	text	0	obsidian vanguard estate master plan
Systemwide/Source/Original-Documents/obsidian-vanguard-estate.skill	source-original	skill	26206	cce108c273bb51a82bf35a4e50b772cc90b4b324	6b73e3f816b40c76ee41b77844563e9fc26c8bbe4f2493be2011ec21096515f4		skill	3	obsidian vanguard estate
Systemwide/Source/Original-Documents/obsidian-vanguard-wealth-management.md	source-original	md	7741	4d9fd3a16432908bf48895373df499a0da26b273	3a924bef21f5887e507881f1dd2f962f09fd202dc1e759126c3d13567ec68f41	D011	text	0	obsidian vanguard wealth management
Systemwide/Source/Original-Documents/ok this is science fiction lets make it an hour f.._.docx	source-original	docx	3015387	d387d3b9c5a2789f5041f277de77106c816ff346	d66203ec78080a2f2bf8d09805b828d2623aac3e9d665a117af4c68d56b0721c		docx	14	ok this is science fiction lets make it an hour f
Systemwide/Source/Original-Documents/park slope brooklyn.docx	source-original	docx	43892	0f97d33867bed3bf565eaa77e73b4be4c831cb35	c5e7cd1bf3417e7fc79451d2c832c620a89a84d6aa31098711bf2e7c366182d3		docx	12	park slope brooklyn
Systemwide/Source/Original-Documents/plastic fiberglass shop.docx	source-original	docx	21592	82fa73e36763c2416c1bb3dd8937ec1456738cae	34905799d2744d0a868e23c41992047b36889bc260b1cf72a9b9c2e6b96e6fdd		docx	12	plastic fiberglass shop
Systemwide/Source/Original-Documents/polyamory-family.skill	source-original	skill	7363	d533a8094112cadb1661a33baf3a6651bacf0560	0ee007d4867efd73e9565966897031299d2f990642ceaf04485b634862a87bb8		skill	3	polyamory family
Systemwide/Source/Original-Documents/possession.xlsx	source-original	xlsx	16711	8acf91824faf7020109f2cb0e14c9e0b57893ba3	1302b69e5e6e3d7ceb390965e7ff25b7fc80cc8047670913860210d5a6b0e9a6		xlsx	11	possession
Systemwide/Source/Original-Documents/presentation-technology.md	source-original	md	25240	cf0ea0a0a4c25cfd8e4cec7a17c84c3bba028b26	2de79c0885f965e8e42ca4f0ed12e22924b8f278ebab8b1a05b684001e318489		text	0	presentation technology
Systemwide/Source/Original-Documents/sapphic-culture.skill	source-original	skill	8198	28631e70b14dca2bcb89dee1aeae841f583ddcea	84ca8d90554aac34d5ff04e4671d8eb347aea108d8ec322c694fd838c93e5c42		skill	1	sapphic culture
Systemwide/Source/Original-Documents/shoemaking machines URLs.docx	source-original	docx	20361	b45da3e6c3432b6cb117768ce3710a4941bf504d	15e41538920a51d9b7dc44adcd2f24d81422c851db2a15a22c3323d75f9cbfdc		docx	12	shoemaking machines urls
Systemwide/Source/Original-Documents/shoes purse and accessories in history.docx	source-original	docx	45706	976d44cedc634a4b75097757df8828571bf03d0e	83bea7744a1e725ad166c2f9d41896341d88eafbb38e14ad568e65a5974015b5		docx	11	shoes purse and accessories in history
Systemwide/Source/Original-Documents/st. claireV2.docx	source-original	docx	382250	6ea77fbbfa36da4b1b0cc91e5dbea42add392a7c	97d9d44175ccf749cfa8b8448421e424f97a0fdae0d0a429bca77d39f13211f1		docx	14	st clairev2
Systemwide/Source/Original-Documents/swap types.docx	source-original	docx	218266	dcf471f17a91f5aae842ff392cb4bd43cf2960d1	c9cb85708c82b1d7e51b9db1858e66cfbb99284b79af27d474bce9c8736e7369		docx	11	swap types
Systemwide/Source/Original-Documents/system principles.md	source-original	md	4134	2c0d52556efcef62fd3d443bda772c51c8903232	632877c71f2cd94761db039c578d5e94c6d2f994c4e19aabf131c5cad7fdcc1c		text	0	system principles
Systemwide/Source/Original-Documents/tailoring-kiosk-product-guide.md	source-original	md	2994	f022167415938ee20694bae4939d7cc3b3e9816a	3c3dcc2dd5d784697f89fcc581068737d8285d561acfb6e746a92650f9b2306f		text	0	tailoring kiosk product guide
Systemwide/Source/Original-Documents/techne  labor.docx	source-original	docx	17546	10aea971036fb8310ba9931eb17f0401e6a6522f	8cdb711b92059640e342008f366a490ce87f08d54eac57dfc93d98044e679e74		docx	11	techne labor
